Año,Trimestre,Provincia,Tecnología,value
2015,4,San Juan,ADSL,48670.0
2015,4,San Luis,ADSL,11432.0
2015,4,Santa Cruz,ADSL,15614.0
2015,4,Santa Fe,ADSL,339843.0
2015,4,Santiago Del Estero,ADSL,33582.0
2015,4,Tierra Del Fuego,ADSL,22636.0
2015,4,Tucumán,ADSL,144188.0
2015,3,Buenos Aires,ADSL,1585467.0
2015,3,Capital Federal,ADSL,454815.0
2015,3,Catamarca,ADSL,25801.0
2015,3,Chaco,ADSL,56282.0
2015,3,Chubut,ADSL,43964.0
2015,3,Córdoba,ADSL,351692.0
2015,3,Corrientes,ADSL,55792.0
2015,3,Entre Ríos,ADSL,113909.0
2015,3,Formosa,ADSL,21573.0
2015,3,Jujuy,ADSL,32598.0
2015,3,La Pampa,ADSL,12755.0
2015,3,La Rioja,ADSL,16725.0
2015,3,Mendoza,ADSL,153299.0
2015,3,Misiones,ADSL,59921.0
2015,3,Neuquén,ADSL,47102.0
2015,3,Río Negro,ADSL,66806.0
2015,3,Salta,ADSL,78064.0
2015,3,San Juan,ADSL,48670.0
2015,3,San Luis,ADSL,11432.0
2015,3,Santa Cruz,ADSL,15540.0
2015,3,Santa Fe,ADSL,337042.0
2015,3,Santiago Del Estero,ADSL,33886.0
2015,3,Tierra Del Fuego,ADSL,22636.0
2015,3,Tucumán,ADSL,142925.0
2015,2,Buenos Aires,ADSL,1581770.0
2015,2,Capital Federal,ADSL,453178.0
2015,2,Catamarca,ADSL,25387.0
2015,2,Chaco,ADSL,55767.0
2015,2,Chubut,ADSL,43949.0
2015,2,Córdoba,ADSL,348130.0
2015,2,Corrientes,ADSL,55238.0
2015,2,Entre Ríos,ADSL,113378.0
2015,2,Formosa,ADSL,21097.0
2015,2,Jujuy,ADSL,32183.0
2015,2,La Pampa,ADSL,12756.0
2015,2,La Rioja,ADSL,16463.0
2015,2,Mendoza,ADSL,153301.0
2015,2,Misiones,ADSL,59179.0
2015,2,Neuquén,ADSL,47078.0
2015,2,Río Negro,ADSL,66738.0
2015,2,Salta,ADSL,77214.0
2015,2,San Juan,ADSL,48670.0
2015,2,San Luis,ADSL,11432.0
2015,2,Santa Cruz,ADSL,15343.0
2015,2,Santa Fe,ADSL,333117.0
2015,2,Santiago Del Estero,ADSL,33873.0
2015,2,Tierra Del Fuego,ADSL,22636.0
2015,2,Tucumán,ADSL,139944.0
2015,1,Buenos Aires,ADSL,1583135.0
2015,1,Capital Federal,ADSL,454934.0
2015,1,Catamarca,ADSL,25033.0
2015,1,Chaco,ADSL,54952.0
2015,1,Chubut,ADSL,45645.0
2015,1,Córdoba,ADSL,343883.0
2015,1,Corrientes,ADSL,54649.0
2015,1,Entre Ríos,ADSL,112363.0
2015,1,Formosa,ADSL,21022.0
2015,1,Jujuy,ADSL,31505.0
2015,1,La Pampa,ADSL,13143.0
2015,1,La Rioja,ADSL,16282.0
2015,1,Mendoza,ADSL,152433.0
2015,1,Misiones,ADSL,58262.0
2015,1,Neuquén,ADSL,47518.0
2015,1,Río Negro,ADSL,66274.0
2015,1,Salta,ADSL,76280.0
2015,1,San Juan,ADSL,48441.0
2015,1,San Luis,ADSL,11414.0
2015,1,Santa Cruz,ADSL,16215.0
2015,1,Santa Fe,ADSL,328809.0
2015,1,Santiago Del Estero,ADSL,33813.0
2015,1,Tierra Del Fuego,ADSL,22291.0
2015,1,Tucumán,ADSL,137857.0
2014,4,Buenos Aires,ADSL,1575978.0
2014,4,Capital Federal,ADSL,455785.0
2014,4,Catamarca,ADSL,25192.0
2014,4,Chaco,ADSL,55024.0
2014,4,Chubut,ADSL,48539.0
2014,4,Córdoba,ADSL,345157.0
2014,4,Corrientes,ADSL,54754.0
2014,4,Entre Ríos,ADSL,112291.0
2014,4,Formosa,ADSL,21245.0
2014,4,Jujuy,ADSL,31349.0
2014,4,La Pampa,ADSL,16043.0
2014,4,La Rioja,ADSL,16352.0
2014,4,Mendoza,ADSL,151797.0
2014,4,Misiones,ADSL,58435.0
2014,4,Neuquén,ADSL,47721.0
2014,4,Río Negro,ADSL,66307.0
2014,4,Salta,ADSL,76026.0
2014,4,San Juan,ADSL,48653.0
2014,4,San Luis,ADSL,11419.0
2014,4,Santa Cruz,ADSL,17553.0
2014,4,Santa Fe,ADSL,335267.0
2014,4,Santiago Del Estero,ADSL,34110.0
2014,4,Tierra Del Fuego,ADSL,21948.0
2014,4,Tucumán,ADSL,137093.0
2014,3,Buenos Aires,ADSL,1562533.0
2014,3,Capital Federal,ADSL,450155.0
2014,3,Catamarca,ADSL,24380.0
2014,3,Chaco,ADSL,53321.0
2014,3,Chubut,ADSL,49219.0
2014,3,Córdoba,ADSL,340212.0
2014,3,Corrientes,ADSL,52957.0
2014,3,Entre Ríos,ADSL,108907.0
2014,3,Formosa,ADSL,21021.0
2014,3,Jujuy,ADSL,30128.0
2014,3,La Pampa,ADSL,16051.0
2014,3,La Rioja,ADSL,15864.0
2014,3,Mendoza,ADSL,150120.0
2014,3,Misiones,ADSL,56933.0
2014,3,Neuquén,ADSL,54458.0
2014,3,Río Negro,ADSL,65264.0
2014,3,Salta,ADSL,73828.0
2014,3,San Juan,ADSL,48272.0
2014,3,San Luis,ADSL,11303.0
2014,3,Santa Cruz,ADSL,17862.0
2014,3,Santa Fe,ADSL,325577.0
2014,3,Santiago Del Estero,ADSL,32820.0
2014,3,Tierra Del Fuego,ADSL,21840.0
2014,3,Tucumán,ADSL,131739.0
2014,2,Buenos Aires,ADSL,1568881.0
2014,2,Capital Federal,ADSL,447637.0
2014,2,Catamarca,ADSL,24380.0
2014,2,Chaco,ADSL,53321.0
2014,2,Chubut,ADSL,51070.0
2014,2,Córdoba,ADSL,337825.0
2014,2,Corrientes,ADSL,52883.0
2014,2,Entre Ríos,ADSL,108900.0
2014,2,Formosa,ADSL,20894.0
2014,2,Jujuy,ADSL,30128.0
2014,2,La Pampa,ADSL,15957.0
2014,2,La Rioja,ADSL,15864.0
2014,2,Mendoza,ADSL,148979.0
2014,2,Misiones,ADSL,56933.0
2014,2,Neuquén,ADSL,47767.0
2014,2,Río Negro,ADSL,64920.0
2014,2,Salta,ADSL,73841.0
2014,2,San Juan,ADSL,48161.0
2014,2,San Luis,ADSL,11306.0
2014,2,Santa Cruz,ADSL,18956.0
2014,2,Santa Fe,ADSL,324101.0
2014,2,Santiago Del Estero,ADSL,32820.0
2014,2,Tierra Del Fuego,ADSL,21618.0
2014,2,Tucumán,ADSL,131740.0
2014,1,Buenos Aires,ADSL,1567685.0
2014,1,Capital Federal,ADSL,445569.0
2014,1,Catamarca,ADSL,24126.0
2014,1,Chaco,ADSL,52971.0
2014,1,Chubut,ADSL,51066.0
2014,1,Córdoba,ADSL,336841.0
2014,1,Corrientes,ADSL,52565.0
2014,1,Entre Ríos,ADSL,107883.0
2014,1,Formosa,ADSL,20774.0
2014,1,Jujuy,ADSL,29765.0
2014,1,La Pampa,ADSL,15826.0
2014,1,La Rioja,ADSL,15663.0
2014,1,Mendoza,ADSL,148970.0
2014,1,Misiones,ADSL,56597.0
2014,1,Neuquén,ADSL,47790.0
2014,1,Río Negro,ADSL,64886.0
2014,1,Salta,ADSL,73131.0
2014,1,San Juan,ADSL,48161.0
2014,1,San Luis,ADSL,11306.0
2014,1,Santa Cruz,ADSL,18927.0
2014,1,Santa Fe,ADSL,322662.0
2014,1,Santiago Del Estero,ADSL,32567.0
2014,1,Tierra Del Fuego,ADSL,21618.0
2014,1,Tucumán,ADSL,129717.0
2022,2,Buenos Aires,Cablemodem,2719613.0
2022,2,Capital Federal,Cablemodem,1232226.0
2022,2,Catamarca,Cablemodem,9430.0
2022,2,Chaco,Cablemodem,61284.0
2022,2,Chubut,Cablemodem,69242.0
2022,2,Córdoba,Cablemodem,467595.0
2022,2,Corrientes,Cablemodem,75769.0
2022,2,Entre Ríos,Cablemodem,131029.0
2022,2,Formosa,Cablemodem,25487.0
2022,2,Jujuy,Cablemodem,54495.0
2022,2,La Pampa,Cablemodem,59273.0
2022,2,La Rioja,Cablemodem,52656.0
2022,2,Mendoza,Cablemodem,77504.0
2022,2,Misiones,Cablemodem,89260.0
2022,2,Neuquén,Cablemodem,74905.0
2022,2,Río Negro,Cablemodem,47040.0
2022,2,Salta,Cablemodem,96178.0
2022,2,San Juan,Cablemodem,19734.0
2022,2,San Luis,Cablemodem,29034.0
2022,2,Santa Cruz,Cablemodem,23725.0
2022,2,Santa Fe,Cablemodem,428233.0
2022,2,Santiago Del Estero,Cablemodem,80338.0
2022,2,Tierra Del Fuego,Cablemodem,39837.0
2022,2,Tucumán,Cablemodem,15327.0
2022,1,Buenos Aires,Cablemodem,2728865.0
2022,1,Capital Federal,Cablemodem,1217225.0
2022,1,Catamarca,Cablemodem,15517.0
2022,1,Chaco,Cablemodem,64546.0
2022,1,Chubut,Cablemodem,66667.0
2022,1,Córdoba,Cablemodem,501799.0
2022,1,Corrientes,Cablemodem,79093.0
2022,1,Entre Ríos,Cablemodem,138986.0
2022,1,Formosa,Cablemodem,15927.0
2022,1,Jujuy,Cablemodem,60616.0
2022,1,La Pampa,Cablemodem,58978.0
2022,1,La Rioja,Cablemodem,59228.0
2022,1,Mendoza,Cablemodem,74145.0
2022,1,Misiones,Cablemodem,91752.0
2022,1,Neuquén,Cablemodem,73200.0
2022,1,Río Negro,Cablemodem,45366.0
2022,1,Salta,Cablemodem,98667.0
2022,1,San Juan,Cablemodem,14449.0
2022,1,San Luis,Cablemodem,11296.0
2022,1,Santa Cruz,Cablemodem,23420.0
2022,1,Santa Fe,Cablemodem,444609.0
2022,1,Santiago Del Estero,Cablemodem,87979.0
2022,1,Tierra Del Fuego,Cablemodem,38700.0
2022,1,Tucumán,Cablemodem,62396.0
2021,4,Buenos Aires,Cablemodem,2706506.0
2021,4,Capital Federal,Cablemodem,1205128.0
2021,4,Catamarca,Cablemodem,13858.0
2021,4,Chaco,Cablemodem,63145.0
2021,4,Chubut,Cablemodem,57412.0
2021,4,Córdoba,Cablemodem,487489.0
2021,4,Corrientes,Cablemodem,71183.0
2021,4,Entre Ríos,Cablemodem,133387.0
2021,4,Formosa,Cablemodem,15111.0
2021,4,Jujuy,Cablemodem,60511.0
2021,4,La Pampa,Cablemodem,58000.0
2021,4,La Rioja,Cablemodem,56651.0
2021,4,Mendoza,Cablemodem,71553.0
2021,4,Misiones,Cablemodem,92068.0
2021,4,Neuquén,Cablemodem,72761.0
2021,4,Río Negro,Cablemodem,44495.0
2021,4,Salta,Cablemodem,99808.0
2021,4,San Juan,Cablemodem,13102.0
2021,4,San Luis,Cablemodem,11064.0
2021,4,Santa Cruz,Cablemodem,22902.0
2021,4,Santa Fe,Cablemodem,444373.0
2021,4,Santiago Del Estero,Cablemodem,86563.0
2021,4,Tierra Del Fuego,Cablemodem,38148.0
2021,4,Tucumán,Cablemodem,59022.0
2021,3,Buenos Aires,Cablemodem,2595485.0
2021,3,Capital Federal,Cablemodem,1192107.0
2021,3,Catamarca,Cablemodem,11709.0
2021,3,Chaco,Cablemodem,63659.0
2021,3,Chubut,Cablemodem,55794.0
2021,3,Córdoba,Cablemodem,477223.0
2021,3,Corrientes,Cablemodem,69403.0
2021,3,Entre Ríos,Cablemodem,128752.0
2021,3,Formosa,Cablemodem,14111.0
2021,3,Jujuy,Cablemodem,60758.0
2021,3,La Pampa,Cablemodem,57881.0
2021,3,La Rioja,Cablemodem,54744.0
2021,3,Mendoza,Cablemodem,71247.0
2021,3,Misiones,Cablemodem,89469.0
2021,3,Neuquén,Cablemodem,73794.0
2021,3,Río Negro,Cablemodem,44519.0
2021,3,Salta,Cablemodem,98318.0
2021,3,San Juan,Cablemodem,12922.0
2021,3,San Luis,Cablemodem,11884.0
2021,3,Santa Cruz,Cablemodem,22961.0
2021,3,Santa Fe,Cablemodem,443156.0
2021,3,Santiago Del Estero,Cablemodem,85535.0
2021,3,Tierra Del Fuego,Cablemodem,36958.0
2021,3,Tucumán,Cablemodem,53868.0
2021,2,Buenos Aires,Cablemodem,2503830.0
2021,2,Capital Federal,Cablemodem,1175097.0
2021,2,Catamarca,Cablemodem,9426.0
2021,2,Chaco,Cablemodem,62948.0
2021,2,Chubut,Cablemodem,41497.0
2021,2,Córdoba,Cablemodem,467782.0
2021,2,Corrientes,Cablemodem,67262.0
2021,2,Entre Ríos,Cablemodem,124957.0
2021,2,Formosa,Cablemodem,12509.0
2021,2,Jujuy,Cablemodem,60800.0
2021,2,La Pampa,Cablemodem,57014.0
2021,2,La Rioja,Cablemodem,54255.0
2021,2,Mendoza,Cablemodem,70834.0
2021,2,Misiones,Cablemodem,87861.0
2021,2,Neuquén,Cablemodem,72690.0
2021,2,Río Negro,Cablemodem,43761.0
2021,2,Salta,Cablemodem,96016.0
2021,2,San Juan,Cablemodem,12369.0
2021,2,San Luis,Cablemodem,11308.0
2021,2,Santa Cruz,Cablemodem,22967.0
2021,2,Santa Fe,Cablemodem,431915.0
2021,2,Santiago Del Estero,Cablemodem,83770.0
2021,2,Tierra Del Fuego,Cablemodem,22504.0
2021,2,Tucumán,Cablemodem,48359.0
2021,1,Buenos Aires,Cablemodem,2452056.0
2021,1,Capital Federal,Cablemodem,1145093.0
2021,1,Catamarca,Cablemodem,4409.0
2021,1,Chaco,Cablemodem,61251.0
2021,1,Chubut,Cablemodem,40960.0
2021,1,Córdoba,Cablemodem,444695.0
2021,1,Corrientes,Cablemodem,62876.0
2021,1,Entre Ríos,Cablemodem,118424.0
2021,1,Formosa,Cablemodem,11412.0
2021,1,Jujuy,Cablemodem,54324.0
2021,1,La Pampa,Cablemodem,58711.0
2021,1,La Rioja,Cablemodem,34984.0
2021,1,Mendoza,Cablemodem,69295.0
2021,1,Misiones,Cablemodem,82339.0
2021,1,Neuquén,Cablemodem,70457.0
2021,1,Río Negro,Cablemodem,42192.0
2021,1,Salta,Cablemodem,89187.0
2021,1,San Juan,Cablemodem,11589.0
2021,1,San Luis,Cablemodem,10678.0
2021,1,Santa Cruz,Cablemodem,23089.0
2021,1,Santa Fe,Cablemodem,421480.0
2021,1,Santiago Del Estero,Cablemodem,75849.0
2021,1,Tierra Del Fuego,Cablemodem,27247.0
2021,1,Tucumán,Cablemodem,12185.0
2020,4,Buenos Aires,Cablemodem,2441248.0
2020,4,Capital Federal,Cablemodem,1142528.0
2020,4,Catamarca,Cablemodem,5115.0
2020,4,Chaco,Cablemodem,61200.0
2020,4,Chubut,Cablemodem,39756.0
2020,4,Córdoba,Cablemodem,439322.0
2020,4,Corrientes,Cablemodem,61495.0
2020,4,Entre Ríos,Cablemodem,113670.0
2020,4,Formosa,Cablemodem,10789.0
2020,4,Jujuy,Cablemodem,52815.0
2020,4,La Pampa,Cablemodem,58945.0
2020,4,La Rioja,Cablemodem,34984.0
2020,4,Mendoza,Cablemodem,68364.0
2020,4,Misiones,Cablemodem,79855.0
2020,4,Neuquén,Cablemodem,70614.0
2020,4,Río Negro,Cablemodem,42022.0
2020,4,Salta,Cablemodem,87817.0
2020,4,San Juan,Cablemodem,7004.0
2020,4,San Luis,Cablemodem,11767.0
2020,4,Santa Cruz,Cablemodem,19657.0
2020,4,Santa Fe,Cablemodem,414746.0
2020,4,Santiago Del Estero,Cablemodem,70522.0
2020,4,Tierra Del Fuego,Cablemodem,26439.0
2020,4,Tucumán,Cablemodem,11150.0
2020,3,Buenos Aires,Cablemodem,2384557.0
2020,3,Capital Federal,Cablemodem,1129573.0
2020,3,Catamarca,Cablemodem,3690.0
2020,3,Chaco,Cablemodem,58825.0
2020,3,Chubut,Cablemodem,39386.0
2020,3,Córdoba,Cablemodem,430771.0
2020,3,Corrientes,Cablemodem,58681.0
2020,3,Entre Ríos,Cablemodem,106950.0
2020,3,Formosa,Cablemodem,10003.0
2020,3,Jujuy,Cablemodem,57682.0
2020,3,La Pampa,Cablemodem,56845.0
2020,3,La Rioja,Cablemodem,34984.0
2020,3,Mendoza,Cablemodem,64672.0
2020,3,Misiones,Cablemodem,77989.0
2020,3,Neuquén,Cablemodem,70446.0
2020,3,Río Negro,Cablemodem,40001.0
2020,3,Salta,Cablemodem,84128.0
2020,3,San Juan,Cablemodem,9223.0
2020,3,San Luis,Cablemodem,10077.0
2020,3,Santa Cruz,Cablemodem,16098.0
2020,3,Santa Fe,Cablemodem,405807.0
2020,3,Santiago Del Estero,Cablemodem,70720.0
2020,3,Tierra Del Fuego,Cablemodem,26491.0
2020,3,Tucumán,Cablemodem,11752.0
2020,2,Buenos Aires,Cablemodem,2244277.0
2020,2,Capital Federal,Cablemodem,1106133.0
2020,2,Catamarca,Cablemodem,3641.0
2020,2,Chaco,Cablemodem,56017.0
2020,2,Chubut,Cablemodem,38279.0
2020,2,Córdoba,Cablemodem,415007.0
2020,2,Corrientes,Cablemodem,55536.0
2020,2,Entre Ríos,Cablemodem,99423.0
2020,2,Formosa,Cablemodem,9353.0
2020,2,Jujuy,Cablemodem,38938.0
2020,2,La Pampa,Cablemodem,54422.0
2020,2,La Rioja,Cablemodem,34984.0
2020,2,Mendoza,Cablemodem,62941.0
2020,2,Misiones,Cablemodem,74497.0
2020,2,Neuquén,Cablemodem,67990.0
2020,2,Río Negro,Cablemodem,39650.0
2020,2,Salta,Cablemodem,81740.0
2020,2,San Juan,Cablemodem,8275.0
2020,2,San Luis,Cablemodem,8357.0
2020,2,Santa Cruz,Cablemodem,16044.0
2020,2,Santa Fe,Cablemodem,381679.0
2020,2,Santiago Del Estero,Cablemodem,72074.0
2020,2,Tierra Del Fuego,Cablemodem,26025.0
2020,2,Tucumán,Cablemodem,9833.0
2020,1,Buenos Aires,Cablemodem,2210349.0
2020,1,Capital Federal,Cablemodem,1097635.0
2020,1,Catamarca,Cablemodem,3146.0
2020,1,Chaco,Cablemodem,54144.0
2020,1,Chubut,Cablemodem,27287.0
2020,1,Córdoba,Cablemodem,406109.0
2020,1,Corrientes,Cablemodem,53231.0
2020,1,Entre Ríos,Cablemodem,95434.0
2020,1,Formosa,Cablemodem,8887.0
2020,1,Jujuy,Cablemodem,38938.0
2020,1,La Pampa,Cablemodem,53755.0
2020,1,La Rioja,Cablemodem,34984.0
2020,1,Mendoza,Cablemodem,50251.0
2020,1,Misiones,Cablemodem,69452.0
2020,1,Neuquén,Cablemodem,65951.0
2020,1,Río Negro,Cablemodem,38479.0
2020,1,Salta,Cablemodem,75593.0
2020,1,San Juan,Cablemodem,6448.0
2020,1,San Luis,Cablemodem,7612.0
2020,1,Santa Cruz,Cablemodem,15766.0
2020,1,Santa Fe,Cablemodem,383673.0
2020,1,Santiago Del Estero,Cablemodem,70424.0
2020,1,Tierra Del Fuego,Cablemodem,25632.0
2020,1,Tucumán,Cablemodem,10494.0
2019,4,Buenos Aires,Cablemodem,2191672.0
2019,4,Capital Federal,Cablemodem,1093143.0
2019,4,Catamarca,Cablemodem,3318.0
2019,4,Chaco,Cablemodem,53602.0
2019,4,Chubut,Cablemodem,26977.0
2019,4,Córdoba,Cablemodem,410038.0
2019,4,Corrientes,Cablemodem,51845.0
2019,4,Entre Ríos,Cablemodem,99206.0
2019,4,Formosa,Cablemodem,8684.0
2019,4,Jujuy,Cablemodem,37604.0
2019,4,La Pampa,Cablemodem,56854.0
2019,4,La Rioja,Cablemodem,34984.0
2019,4,Mendoza,Cablemodem,49711.0
2019,4,Misiones,Cablemodem,69676.0
2019,4,Neuquén,Cablemodem,60970.0
2019,4,Río Negro,Cablemodem,37933.0
2019,4,Salta,Cablemodem,76062.0
2019,4,San Juan,Cablemodem,6338.0
2019,4,San Luis,Cablemodem,8027.0
2019,4,Santa Cruz,Cablemodem,15899.0
2019,4,Santa Fe,Cablemodem,382254.0
2019,4,Santiago Del Estero,Cablemodem,71239.0
2019,4,Tierra Del Fuego,Cablemodem,26821.0
2019,4,Tucumán,Cablemodem,11012.0
2019,3,Buenos Aires,Cablemodem,2144956.0
2019,3,Capital Federal,Cablemodem,1080973.0
2019,3,Catamarca,Cablemodem,5543.0
2019,3,Chaco,Cablemodem,49156.0
2019,3,Chubut,Cablemodem,27090.0
2019,3,Córdoba,Cablemodem,399231.0
2019,3,Corrientes,Cablemodem,50230.0
2019,3,Entre Ríos,Cablemodem,96305.0
2019,3,Formosa,Cablemodem,8359.0
2019,3,Jujuy,Cablemodem,35742.0
2019,3,La Pampa,Cablemodem,52941.0
2019,3,La Rioja,Cablemodem,34984.0
2019,3,Mendoza,Cablemodem,54312.0
2019,3,Misiones,Cablemodem,65872.0
2019,3,Neuquén,Cablemodem,60484.0
2019,3,Río Negro,Cablemodem,37425.0
2019,3,Salta,Cablemodem,74329.0
2019,3,San Juan,Cablemodem,7425.0
2019,3,San Luis,Cablemodem,10561.0
2019,3,Santa Cruz,Cablemodem,17056.0
2019,3,Santa Fe,Cablemodem,377171.0
2019,3,Santiago Del Estero,Cablemodem,71198.0
2019,3,Tierra Del Fuego,Cablemodem,26659.0
2019,3,Tucumán,Cablemodem,12089.0
2019,2,Buenos Aires,Cablemodem,2079900.0
2019,2,Capital Federal,Cablemodem,1061358.0
2019,2,Catamarca,Cablemodem,5543.0
2019,2,Chaco,Cablemodem,47448.0
2019,2,Chubut,Cablemodem,26338.0
2019,2,Córdoba,Cablemodem,388254.0
2019,2,Corrientes,Cablemodem,47431.0
2019,2,Entre Ríos,Cablemodem,91081.0
2019,2,Formosa,Cablemodem,8686.0
2019,2,Jujuy,Cablemodem,30742.0
2019,2,La Pampa,Cablemodem,52101.0
2019,2,La Rioja,Cablemodem,34984.0
2019,2,Mendoza,Cablemodem,54027.0
2019,2,Misiones,Cablemodem,64272.0
2019,2,Neuquén,Cablemodem,59021.0
2019,2,Río Negro,Cablemodem,36527.0
2019,2,Salta,Cablemodem,62343.0
2019,2,San Juan,Cablemodem,7425.0
2019,2,San Luis,Cablemodem,10298.0
2019,2,Santa Cruz,Cablemodem,10257.0
2019,2,Santa Fe,Cablemodem,355140.0
2019,2,Santiago Del Estero,Cablemodem,64783.0
2019,2,Tierra Del Fuego,Cablemodem,25527.0
2019,2,Tucumán,Cablemodem,12089.0
2019,1,Buenos Aires,Cablemodem,2020730.0
2019,1,Capital Federal,Cablemodem,1030814.0
2019,1,Catamarca,Cablemodem,4443.0
2019,1,Chaco,Cablemodem,43555.0
2019,1,Chubut,Cablemodem,23065.0
2019,1,Córdoba,Cablemodem,363959.0
2019,1,Corrientes,Cablemodem,43444.0
2019,1,Entre Ríos,Cablemodem,90253.0
2019,1,Formosa,Cablemodem,7878.0
2019,1,Jujuy,Cablemodem,12484.0
2019,1,La Pampa,Cablemodem,57373.0
2019,1,La Rioja,Cablemodem,34984.0
2019,1,Mendoza,Cablemodem,40205.0
2019,1,Misiones,Cablemodem,59214.0
2019,1,Neuquén,Cablemodem,55634.0
2019,1,Río Negro,Cablemodem,34124.0
2019,1,Salta,Cablemodem,57933.0
2019,1,San Juan,Cablemodem,5838.0
2019,1,San Luis,Cablemodem,7784.0
2019,1,Santa Cruz,Cablemodem,4615.0
2019,1,Santa Fe,Cablemodem,340344.0
2019,1,Santiago Del Estero,Cablemodem,61547.0
2019,1,Tierra Del Fuego,Cablemodem,23549.0
2019,1,Tucumán,Cablemodem,11670.0
2018,4,Buenos Aires,Cablemodem,1949637.0
2018,4,Capital Federal,Cablemodem,1019490.0
2018,4,Catamarca,Cablemodem,4443.0
2018,4,Chaco,Cablemodem,43555.0
2018,4,Chubut,Cablemodem,23065.0
2018,4,Córdoba,Cablemodem,355716.0
2018,4,Corrientes,Cablemodem,42418.0
2018,4,Entre Ríos,Cablemodem,86198.0
2018,4,Formosa,Cablemodem,7880.0
2018,4,Jujuy,Cablemodem,12484.0
2018,4,La Pampa,Cablemodem,55337.0
2018,4,La Rioja,Cablemodem,34984.0
2018,4,Mendoza,Cablemodem,40205.0
2018,4,Misiones,Cablemodem,53673.0
2018,4,Neuquén,Cablemodem,55634.0
2018,4,Río Negro,Cablemodem,34292.0
2018,4,Salta,Cablemodem,57539.0
2018,4,San Juan,Cablemodem,5838.0
2018,4,San Luis,Cablemodem,7784.0
2018,4,Santa Cruz,Cablemodem,4615.0
2018,4,Santa Fe,Cablemodem,322782.0
2018,4,Santiago Del Estero,Cablemodem,61243.0
2018,4,Tierra Del Fuego,Cablemodem,23349.0
2018,4,Tucumán,Cablemodem,11670.0
2018,3,Buenos Aires,Cablemodem,1929273.0
2018,3,Capital Federal,Cablemodem,1009252.0
2018,3,Catamarca,Cablemodem,4443.0
2018,3,Chaco,Cablemodem,42359.0
2018,3,Chubut,Cablemodem,23065.0
2018,3,Córdoba,Cablemodem,342401.0
2018,3,Corrientes,Cablemodem,41300.0
2018,3,Entre Ríos,Cablemodem,83714.0
2018,3,Formosa,Cablemodem,7589.0
2018,3,Jujuy,Cablemodem,10856.0
2018,3,La Pampa,Cablemodem,54574.0
2018,3,La Rioja,Cablemodem,34984.0
2018,3,Mendoza,Cablemodem,40205.0
2018,3,Misiones,Cablemodem,50793.0
2018,3,Neuquén,Cablemodem,54129.0
2018,3,Río Negro,Cablemodem,33474.0
2018,3,Salta,Cablemodem,53980.0
2018,3,San Juan,Cablemodem,5838.0
2018,3,San Luis,Cablemodem,7784.0
2018,3,Santa Cruz,Cablemodem,4574.0
2018,3,Santa Fe,Cablemodem,312866.0
2018,3,Santiago Del Estero,Cablemodem,58789.0
2018,3,Tierra Del Fuego,Cablemodem,22649.0
2018,3,Tucumán,Cablemodem,9280.0
2018,2,Buenos Aires,Cablemodem,1807868.0
2018,2,Capital Federal,Cablemodem,977916.0
2018,2,Catamarca,Cablemodem,4415.0
2018,2,Chaco,Cablemodem,40750.0
2018,2,Chubut,Cablemodem,19591.0
2018,2,Córdoba,Cablemodem,327636.0
2018,2,Corrientes,Cablemodem,39715.0
2018,2,Entre Ríos,Cablemodem,80376.0
2018,2,Formosa,Cablemodem,7311.0
2018,2,Jujuy,Cablemodem,10856.0
2018,2,La Pampa,Cablemodem,53587.0
2018,2,La Rioja,Cablemodem,34984.0
2018,2,Mendoza,Cablemodem,36872.0
2018,2,Misiones,Cablemodem,47923.0
2018,2,Neuquén,Cablemodem,52855.0
2018,2,Río Negro,Cablemodem,32795.0
2018,2,Salta,Cablemodem,53478.0
2018,2,San Juan,Cablemodem,5068.0
2018,2,San Luis,Cablemodem,7666.0
2018,2,Santa Cruz,Cablemodem,4474.0
2018,2,Santa Fe,Cablemodem,304349.0
2018,2,Santiago Del Estero,Cablemodem,55935.0
2018,2,Tierra Del Fuego,Cablemodem,22756.0
2018,2,Tucumán,Cablemodem,8965.0
2018,1,Buenos Aires,Cablemodem,1793884.0
2018,1,Capital Federal,Cablemodem,968483.0
2018,1,Catamarca,Cablemodem,4415.0
2018,1,Chaco,Cablemodem,40157.0
2018,1,Chubut,Cablemodem,19591.0
2018,1,Córdoba,Cablemodem,326894.0
2018,1,Corrientes,Cablemodem,35225.0
2018,1,Entre Ríos,Cablemodem,75751.0
2018,1,Formosa,Cablemodem,7095.0
2018,1,Jujuy,Cablemodem,10456.0
2018,1,La Pampa,Cablemodem,51389.0
2018,1,La Rioja,Cablemodem,34984.0
2018,1,Mendoza,Cablemodem,36872.0
2018,1,Misiones,Cablemodem,46880.0
2018,1,Neuquén,Cablemodem,55072.0
2018,1,Río Negro,Cablemodem,31712.0
2018,1,Salta,Cablemodem,51534.0
2018,1,San Juan,Cablemodem,5068.0
2018,1,San Luis,Cablemodem,7594.0
2018,1,Santa Cruz,Cablemodem,4474.0
2018,1,Santa Fe,Cablemodem,300421.0
2018,1,Santiago Del Estero,Cablemodem,54594.0
2018,1,Tierra Del Fuego,Cablemodem,9663.0
2018,1,Tucumán,Cablemodem,8921.0
2017,4,Buenos Aires,Cablemodem,1718013.0
2017,4,Capital Federal,Cablemodem,961688.0
2017,4,Catamarca,Cablemodem,263.0
